item_fat_content,item_identifier,item_type,outlet_establishment_year,outlet_identifier,outlet_location_type,outlet_size,outlet_type,item_visibility,item_weight,sales,rating
Low Fat,NCN19,Others,2020.0,OUT017,Tier 2,High,Supermarket Type1,0.012168,13.1,190.253,5.0
Low Fat,NCQ43,Others,2020.0,OUT017,Tier 2,High,Supermarket Type1,0.111931,17.75,108.8912,5.0
Low Fat,FDK09,Snack Foods,2020.0,OUT017,Tier 2,High,Supermarket Type1,0.092282,15.2,227.2352,5.0
Low Fat,FDV46,Snack Foods,2020.0,OUT017,Tier 2,High,Supermarket Type1,0.012679,18.2,139.818,5.0
Low Fat,FDY46,Snack Foods,2020.0,OUT017,Tier 2,High,Supermarket Type1,0.048161,18.6,188.9898,5.0
Regular,FDK26,Canned,2015.0,OUT045,Tier 2,High,Supermarket Type1,0.032243,5.46,187.624,5.0
Regular,FDI50,Canned,2015.0,OUT045,Tier 2,High,Supermarket Type1,0.030905,8.42,227.6352,5.0
Regular,FDB26,Canned,2015.0,OUT045,Tier 2,High,Supermarket Type1,0.031331,14.0,52.364,5.0
Regular,FDY49,Canned,2015.0,OUT045,Tier 2,High,Supermarket Type1,0.012036,17.2,165.7184,5.0
Regular,FDB04,Dairy,2015.0,OUT045,Tier 2,High,Supermarket Type1,0.063355,11.35,88.9856,5.0
Regular,FDA02,Dairy,2015.0,OUT045,Tier 2,High,Supermarket Type1,0.029783,14.0,146.3786,5.0
Regular,FDZ28,Frozen Foods,2015.0,OUT045,Tier 2,High,Supermarket Type1,0.051597,20.0,128.0678,5.0
Regular,FDE17,Frozen Foods,2015.0,OUT045,Tier 2,High,Supermarket Type1,0.054566,20.1,152.2366,5.0
Regular,FDQ19,Fruits and Vegetables,2015.0,OUT045,Tier 2,High,Supermarket Type1,0.014394,7.35,241.3512,5.0
Regular,FDM08,Fruits and Vegetables,2015.0,OUT045,Tier 2,High,Supermarket Type1,0.053693,10.1,222.9088,5.0
Regular,FDP03,Meat,2015.0,OUT045,Tier 2,High,Supermarket Type1,0.061301,5.15,122.1388,5.0
Regular,FDU58,Snack Foods,2015.0,OUT045,Tier 2,High,Supermarket Type1,0.0,6.61,186.4898,5.0
Regular,FDU46,Snack Foods,2015.0,OUT045,Tier 2,High,Supermarket Type1,0.011149,10.3,84.854,5.0
Regular,FDY34,Snack Foods,2015.0,OUT045,Tier 2,High,Supermarket Type1,0.011004,10.5,167.1842,5.0
Regular,FDO09,Snack Foods,2015.0,OUT045,Tier 2,High,Supermarket Type1,0.125529,13.5,262.191,5.0
Regular,FDP48,Baking Goods,2020.0,OUT017,Tier 2,High,Supermarket Type1,0.044272,7.52,181.395,5.0
Regular,FDI12,Baking Goods,2020.0,OUT017,Tier 2,High,Supermarket Type1,0.100967,9.395,86.8856,5.0
Regular,FDY12,Baking Goods,2020.0,OUT017,Tier 2,High,Supermarket Type1,0.141406,9.8,50.0008,5.0
Regular,FDX48,Baking Goods,2020.0,OUT017,Tier 2,High,Supermarket Type1,0.038102,17.75,154.0656,5.0
Regular,FDV60,Baking Goods,2020.0,OUT017,Tier 2,High,Supermarket Type1,0.118025,20.2,195.811,5.0
Regular,FDQ47,Breads,2020.0,OUT017,Tier 2,High,Supermarket Type1,0.169138,7.155,35.2874,5.0
Regular,FDZ13,Canned,2020.0,OUT017,Tier 2,High,Supermarket Type1,0.154363,7.84,50.835,5.0
Regular,FDM04,Frozen Foods,2020.0,OUT017,Tier 2,High,Supermarket Type1,0.047387,9.195,50.8666,5.0
Regular,FDS04,Frozen Foods,2020.0,OUT017,Tier 2,High,Supermarket Type1,0.147493,10.195,141.5838,5.0
Regular,FDV28,Frozen Foods,2020.0,OUT017,Tier 2,High,Supermarket Type1,0.0,16.1,35.1558,5.0
Regular,FDU19,Fruits and Vegetables,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.047036,8.77,170.5422,5.0
Regular,FDE56,Fruits and Vegetables,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.160096,17.25,61.5194,5.0
Regular,FDI07,Meat,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.033952,12.35,197.2426,5.0
Regular,FDU15,Meat,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.0,13.65,36.6532,5.0
Regular,FDU27,Meat,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.172447,18.6,47.1376,5.0
Regular,FDN39,Meat,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.065891,19.35,167.0816,5.0
Regular,FDV10,Snack Foods,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.067083,7.645,44.0112,5.0
Regular,FDO45,Snack Foods,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.038167,13.15,89.4856,5.0
Regular,FDB23,Starchy Foods,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.00562,19.2,226.6062,5.0
Low Fat,NCY41,Health and Hygiene,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.076164,16.75,34.0532,5.0
Regular,FDW31,Fruits and Vegetables,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.043402,11.35,197.0742,5.0
Regular,FDR55,Fruits and Vegetables,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.132831,12.15,190.6872,5.0
Regular,FDX10,Snack Foods,2020.0,OUT017,Tier 2,Medium,Supermarket Type1,0.12441,6.385,34.3874,5.0
Low Fat,DRF49,Soft Drinks,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.071064,7.27,114.4518,5.0
Low Fat,FDA23,Baking Goods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.047178,9.8,99.4016,5.0
Low Fat,FDR60,Baking Goods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.13039,14.3,77.2328,5.0
Low Fat,FDN60,Baking Goods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.09514,15.1,159.9604,5.0
Low Fat,FDU48,Baking Goods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.055348,18.85,131.5284,5.0
Low Fat,FDG60,Baking Goods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.060688,20.35,234.2616,5.0
Low Fat,FDU11,Breads,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.092576,4.785,121.0098,5.0
Low Fat,FDT49,Canned,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.151377,7.0,108.228,5.0
Low Fat,FDS37,Canned,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.031939,7.655,114.1492,5.0
Low Fat,FDK50,Canned,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.028358,7.96,163.2894,5.0
Low Fat,FDG26,Canned,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.042642,18.85,257.833,5.0
Low Fat,FDD14,Canned,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.169776,20.7,184.4266,5.0
Low Fat,FDK41,Frozen Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.127518,14.3,86.0224,5.0
Low Fat,FDD16,Frozen Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.036346,20.5,72.9696,5.0
Low Fat,FDZ44,Fruits and Vegetables,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.038722,8.185,115.8808,5.0
Low Fat,FDO44,Fruits and Vegetables,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.087437,12.6,109.9228,5.0
Low Fat,DRL11,Hard Drinks,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.048009,10.5,157.0946,5.0
Low Fat,NCU17,Health and Hygiene,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.092866,5.32,100.6674,5.0
Low Fat,NCL41,Health and Hygiene,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.04173,12.35,36.3216,5.0
Low Fat,NCS53,Health and Hygiene,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.089761,14.5,159.4604,5.0
Low Fat,NCV17,Health and Hygiene,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.016105,18.85,130.2626,5.0
Low Fat,NCO14,Household,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.029638,9.6,42.6086,5.0
Low Fat,NCU18,Household,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.055829,15.1,140.2496,5.0
Low Fat,NCI54,Household,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.033593,15.2,108.1912,5.0
Low Fat,NCQ50,Household,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.0,18.75,213.3218,5.0
Low Fat,NCC18,Household,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.177236,19.1,172.3422,5.0
Low Fat,NCQ38,Others,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.013364,16.35,106.128,5.0
Low Fat,FDL10,Snack Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.039485,8.395,97.9042,5.0
Low Fat,FDE34,Snack Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.107871,9.195,181.2634,5.0
Low Fat,FDL46,Snack Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.054047,20.35,119.5466,5.0
Low Fat,FDH10,Snack Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.049296,21.0,194.4478,5.0
Low Fat,DRE60,Soft Drinks,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.159304,9.395,226.172,5.0
Low Fat,DRD60,Soft Drinks,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.037225,15.7,182.4634,5.0
Regular,FDR36,Baking Goods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.121563,6.715,43.7454,5.0
Regular,FDL24,Baking Goods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.024892,10.3,170.9422,5.0
Regular,FDM36,Baking Goods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.05872,11.65,171.1422,5.0
Regular,FDD26,Canned,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.072142,8.71,183.3924,5.0
Regular,FDI02,Canned,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.114543,15.7,113.7202,5.0
Regular,FDE04,Frozen Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.01802,19.75,181.566,5.0
Regular,FDQ08,Fruits and Vegetables,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.018927,15.7,60.2536,5.0
Regular,FDV20,Fruits and Vegetables,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.05979,20.2,127.4678,5.0
Regular,FDW03,Meat,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.024537,5.63,106.1306,5.0
Regular,FDX51,Meat,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.022055,9.5,195.4452,5.0
Regular,FDR03,Meat,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.008734,15.7,207.898,5.0
Regular,FDW21,Snack Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.005963,5.34,102.4358,5.0
Regular,FDJ58,Snack Foods,2017.0,OUT035,Tier 2,Small,Supermarket Type1,0.105276,15.6,173.2764,5.0
Low Fat,FDR48,Baking Goods,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.220111,11.65,153.0024,5.0
Low Fat,FDO16,Frozen Foods,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.025288,5.48,83.325,5.0
Low Fat,FDE53,Frozen Foods,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.044992,10.895,107.228,5.0
Low Fat,FDV31,Fruits and Vegetables,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.178623,9.8,177.937,5.0
Low Fat,FDF32,Fruits and Vegetables,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.113954,16.35,198.2426,5.0
Low Fat,DRN35,Hard Drinks,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.11758,8.01,36.6532,5.0
Low Fat,NCQ17,Health and Hygiene,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.195721,10.3,156.463,5.0
Low Fat,NCQ41,Health and Hygiene,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.032606,14.8,193.5794,5.0
Low Fat,NCN06,Household,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.201688,8.39,162.8868,5.0
Low Fat,NCF30,Household,2011.0,OUT010,Tier 3,Medium,Grocery Store,0.211307,17.0,125.1362,5.0
Low Fat,FDQ39,Meat,2011.0,OUT010,Tier 3,High,Grocery Store,0.135648,14.8,190.8846,5.0
Low Fat,FDL45,Snack Foods,2011.0,OUT010,Tier 3,High,Grocery Store,0.063082,15.6,125.7704,5.0
Low Fat,FDR10,Snack Foods,2011.0,OUT010,Tier 3,High,Grocery Store,0.016805,17.6,163.4552,5.0
Low Fat,FDZ09,Snack Foods,2011.0,OUT010,Tier 3,High,Grocery Store,0.175546,17.6,163.6868,5.0
Low Fat,DRJ13,Soft Drinks,2011.0,OUT010,Tier 3,High,Grocery Store,0.105265,12.65,159.9578,5.0
Low Fat,DRD24,Soft Drinks,2011.0,OUT010,Tier 3,High,Grocery Store,0.051545,13.85,142.5154,5.0
Low Fat,DRH25,Soft Drinks,2011.0,OUT010,Tier 3,High,Grocery Store,0.024426,18.7,52.9324,5.0
Regular,FDC60,Baking Goods,2011.0,OUT010,Tier 3,High,Grocery Store,0.191603,5.425,87.0514,5.0
Regular,FDJ36,Baking Goods,2011.0,OUT010,Tier 3,High,Grocery Store,0.214681,14.5,102.7332,5.0
Regular,FDU47,Breads,2011.0,OUT010,Tier 3,High,Grocery Store,0.190569,12.8,138.7838,5.0
Regular,FDA03,Dairy,2011.0,OUT010,Tier 3,High,Grocery Store,0.076097,18.5,145.8102,5.0
Regular,FDY40,Frozen Foods,2011.0,OUT010,Tier 3,High,Grocery Store,0.14367,15.5,48.4692,5.0
Regular,FDZ16,Frozen Foods,2011.0,OUT010,Tier 3,High,Grocery Store,0.267566,16.85,194.1478,5.0
Regular,FDW07,Fruits and Vegetables,2011.0,OUT010,Tier 3,High,Grocery Store,0.238832,18.0,88.2514,5.0
Low Fat,FDW23,Baking Goods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.081944,5.765,36.7164,5.0
Low Fat,FDW59,Breads,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.020699,13.15,86.3566,5.0
Low Fat,DRF27,Dairy,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.028394,8.93,153.434,5.0
Low Fat,FDB15,Dairy,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.136697,10.895,264.5568,5.0
Low Fat,FDG16,Frozen Foods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.089742,15.25,213.7192,5.0
Low Fat,FDJ04,Frozen Foods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.124348,18.0,118.3124,5.0
Low Fat,FDJ32,Fruits and Vegetables,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.057744,10.695,61.2536,5.0
Low Fat,FDM56,Fruits and Vegetables,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.070133,16.7,109.8912,5.0
Low Fat,FDB45,Fruits and Vegetables,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.021312,20.85,104.9306,5.0
Low Fat,DRJ23,Hard Drinks,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.041634,18.35,188.1872,5.0
Low Fat,NCN06,Household,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.120397,8.39,163.4868,5.0
Low Fat,NCF43,Household,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.051903,8.51,142.247,5.0
Low Fat,NCG07,Household,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.052458,12.3,188.753,5.0
Low Fat,NCB55,Household,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.160529,15.7,59.2562,5.0
Low Fat,NCN30,Household,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.016979,16.35,97.441,5.0
Low Fat,FDF22,Snack Foods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.056783,6.865,214.5218,5.0
Low Fat,FDQ10,Snack Foods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.033152,12.85,170.6422,5.0
Low Fat,DRK13,Soft Drinks,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.115072,11.8,198.2084,5.0
Low Fat,DRL37,Soft Drinks,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.053328,15.5,44.477,5.0
Regular,FDL38,Canned,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.014721,13.8,89.9172,5.0
Regular,FDV13,Canned,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.027588,17.35,86.1856,5.0
Regular,FDX04,Frozen Foods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.041537,19.6,46.0376,5.0
Regular,FDF53,Frozen Foods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.083537,20.75,180.3318,5.0
Regular,FDD21,Fruits and Vegetables,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.0,10.3,115.0176,5.0
Regular,FDO20,Fruits and Vegetables,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.152001,12.85,252.3382,5.0
Regular,FDC21,Fruits and Vegetables,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.042923,14.6,109.8254,5.0
Regular,FDV19,Fruits and Vegetables,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.035228,14.85,159.5578,5.0
Regular,FDW43,Fruits and Vegetables,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.022407,20.1,225.9036,5.0
Regular,FDO46,Snack Foods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.014201,9.6,187.1872,5.0
Regular,FDT10,Snack Foods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.061993,16.7,60.9562,5.0
Regular,FDB23,Starchy Foods,2014.0,OUT013,Tier 3,High,Supermarket Type1,0.005584,19.2,226.9062,5.0
Low Fat,FDN60,Baking Goods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.095546,15.1,157.3604,5.0
Low Fat,FDU23,Breads,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.021812,12.15,163.6184,5.0
Low Fat,FDM13,Breakfast,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.063433,6.425,132.8626,5.0
Low Fat,FDB50,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.154244,13.0,77.9986,5.0
Low Fat,FDC04,Dairy,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.045169,15.6,242.9854,5.0
Low Fat,DRF03,Dairy,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.045493,19.1,40.3138,5.0
Low Fat,FDG53,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.046044,10.0,140.618,5.0
Low Fat,FDP16,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.039455,18.6,244.0802,5.0
Low Fat,FDE08,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.049521,18.2,147.3734,5.0
Low Fat,FDQ44,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.036288,20.5,121.2756,5.0
Low Fat,DRJ47,Hard Drinks,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.044431,18.25,174.208,5.0
Low Fat,NCO05,Health and Hygiene,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.046749,7.27,100.4384,5.0
Low Fat,NCB54,Health and Hygiene,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.050257,8.76,127.3336,5.0
Low Fat,NCJ29,Health and Hygiene,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.035336,10.6,87.0224,5.0
Low Fat,NCE06,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.091858,5.825,160.7894,5.0
Low Fat,NCP14,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.110739,8.275,103.3306,5.0
Low Fat,NCH06,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.076866,12.3,247.146,5.0
Low Fat,NCH55,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.034814,16.35,128.402,5.0
Low Fat,NCN42,Household,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.014281,20.25,148.0418,5.0
Low Fat,FDM03,Meat,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.123532,12.65,108.2938,5.0
Low Fat,FDK55,Meat,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.025867,18.5,88.9172,5.0
Low Fat,FDU39,Meat,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.036185,18.85,58.5562,5.0
Low Fat,NCO07,Others,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.009816,9.06,211.856,5.0
Low Fat,FDF22,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.057062,6.865,212.0218,5.0
Low Fat,FDI46,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.074648,9.5,253.3724,5.0
Low Fat,FDD22,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.100056,10.0,113.3544,5.0
Low Fat,FDZ45,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.067148,14.1,200.4084,5.0
Low Fat,FDT45,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.057547,15.85,55.8956,5.0
Low Fat,FDL34,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.041113,16.0,139.9496,5.0
Low Fat,FDA45,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.156013,21.25,177.337,5.0
Low Fat,DRI01,Soft Drinks,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.0,7.97,172.0422,5.0
Low Fat,DRJ13,Soft Drinks,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.063146,12.65,159.6578,5.0
Regular,FDU47,Breads,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.114318,12.8,142.2838,5.0
Regular,FDB02,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.029283,9.695,175.137,5.0
Regular,FDM50,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.030212,13.0,59.322,5.0
Regular,FDC14,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.0,14.5,41.0454,5.0
Regular,FDH50,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.162093,15.0,182.5266,5.0
Regular,FDD52,Dairy,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.184042,18.25,110.157,5.0
Regular,FDH04,Frozen Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.011419,6.115,91.0488,5.0
Regular,FDH56,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.064077,9.8,116.7492,5.0
Regular,FDX31,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.014886,20.35,234.4958,5.0
Regular,FDO51,Meat,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.042154,6.785,44.0112,5.0
Regular,FDV22,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.009979,14.85,155.763,5.0
Regular,FDJ21,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.038685,16.7,146.6102,5.0
Low Fat,FDI14,Canned,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.089244,12.6,139.2496,5.0
Low Fat,FDU25,Canned,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.026552,12.6,56.2246,5.0
Low Fat,FDC53,Frozen Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.008793,12.6,96.7384,5.0
Low Fat,FDD28,Frozen Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.053039,12.6,59.5904,5.0
Low Fat,FDO40,Frozen Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.03247,12.6,148.9392,5.0
Low Fat,FDT40,Frozen Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.095331,12.6,125.5678,5.0
Low Fat,FDD33,Fruits and Vegetables,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.0,12.6,231.9642,5.0
Low Fat,FDW20,Fruits and Vegetables,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.024032,12.6,124.973,5.0
Low Fat,DRN47,Hard Drinks,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.016745,12.6,180.766,5.0
Low Fat,NCY53,Health and Hygiene,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.058198,12.6,110.4544,5.0
Low Fat,NCE19,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.092564,12.6,53.4956,5.0
Low Fat,NCE55,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.129299,12.6,178.237,5.0
Low Fat,NCG43,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.07388,12.6,94.0462,5.0
Low Fat,NCH06,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.076184,12.6,245.646,5.0
Low Fat,NCM30,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.06697,12.6,39.2796,5.0
Low Fat,NCN42,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.014154,12.6,145.6418,5.0
Low Fat,NCU42,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.019412,12.6,166.5474,5.0
Low Fat,NCJ19,Others,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.117608,12.6,55.2588,5.0
Low Fat,FDD46,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.140572,12.6,154.7998,5.0
Low Fat,FDL33,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.099478,12.6,194.4452,5.0
